node, prevNode, creator, time
1, 0, 0, 0
4, 1, 2, 0.8219401161314731
9, 1, 7, 0.9845163941713211
51, 1, 49, 1.0967157224427506
27, 1, 25, 1.2870810866385507
95, 9, 16, 1.2950079788640918
99, 9, 18, 1.6538038081026118
117, 95, 29, 1.7152999647604383
168, 117, 48, 1.9496168913488583
231, 168, 13, 2.133578985948562
195, 117, 15, 2.1450684058103384
251, 231, 29, 2.233192560766834
248, 231, 6, 2.3021609766591613
293, 117, 36, 2.491948541441801
388, 231, 1, 2.8077727058443047
380, 251, 18, 3.01907663845823
432, 380, 28, 3.1737542795097684
420, 251, 54, 3.25141858366891
434, 380, 13, 3.2542032561005194
446, 434, 59, 4.134904151633981
602, 446, 26, 4.438150181417383
513, 434, 39, 4.438537006776297
567, 446, 11, 4.825531192083174
584, 446, 49, 4.862388659224252
600, 446, 53, 4.871644086530954
603, 446, 5, 4.920060160558966
546, 446, 59, 5.035004290443058
606, 584, 48, 5.071109589252667
672, 606, 33, 5.854339260865972
650, 606, 13, 5.886307573479838
