node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.3864484244368992
4, 1, 2, 0.6104804111219857
51, 1, 49, 0.7295384267705587
27, 1, 25, 0.8437999440275232
95, 9, 16, 0.9113947071974249
99, 9, 18, 1.229058237069655
117, 95, 29, 1.2724535382463227
168, 117, 48, 1.5831150693320217
231, 168, 13, 1.6301511497258985
195, 117, 15, 1.6667607857436253
251, 231, 29, 1.7883837162587923
248, 231, 6, 1.8797049586066252
293, 117, 36, 1.9336162850875105
388, 231, 1, 2.1248038694382982
420, 251, 54, 2.572481113753462
380, 251, 18, 2.5970293210627173
434, 380, 13, 2.7455298326389035
432, 380, 28, 2.9217111832637324
446, 434, 59, 3.575647958388266
513, 434, 39, 3.9188031008796687
546, 446, 59, 4.4734417755562195
584, 446, 49, 4.517580028023087
567, 446, 11, 4.635655539512542
603, 446, 5, 4.665639916790931
600, 446, 53, 4.681787116730674
606, 584, 48, 4.706223917587354
602, 446, 26, 4.768153503823957
650, 606, 13, 5.385779434432505
672, 606, 33, 5.388942923931147
724, 606, 4, 5.435616402024732
701, 606, 35, 5.928344717724167
