node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.7142524825223305
51, 1, 49, 0.8203211715339886
4, 1, 2, 0.8847811420934981
27, 1, 25, 1.0256305211203074
95, 9, 16, 1.1077944817801626
99, 9, 18, 1.3972414015648176
117, 95, 29, 1.4395090344161492
168, 117, 48, 1.6873846219901953
231, 168, 13, 1.8595305883494457
195, 117, 15, 1.8857338346334398
251, 231, 29, 1.9568986335291814
248, 231, 6, 2.045869289946442
293, 117, 36, 2.245199916954201
388, 231, 1, 2.4008902147988107
380, 251, 18, 2.7543805977872537
432, 380, 28, 2.9063723186706096
420, 251, 54, 2.9534455160938458
434, 380, 13, 2.995436331354382
446, 434, 59, 3.9567348079248363
513, 434, 39, 4.096906211687614
584, 446, 49, 4.5893530093342925
567, 446, 11, 4.6454851794112155
603, 446, 5, 4.669574822037036
600, 446, 53, 4.681673796689371
602, 446, 26, 4.75250569680077
606, 584, 48, 4.814427292836447
546, 446, 59, 4.857002890108673
672, 606, 33, 5.5914926835169965
650, 606, 13, 5.645624791589806
724, 606, 4, 5.666949609158021
701, 606, 35, 5.914968279002628
