node, prevNode, creator, time
1, 0, 0, 0
51, 1, 49, 0.4017465760826787
9, 1, 7, 0.6764926593255913
4, 1, 2, 0.8549004447944415
27, 1, 25, 0.9884984824431584
95, 9, 16, 1.1361282248903213
117, 95, 29, 1.4122928421210694
99, 9, 18, 1.4220827680831125
168, 117, 48, 1.6766989275288833
195, 117, 15, 1.7862398156036317
231, 168, 13, 1.810874658417915
251, 231, 29, 1.9302654511283839
248, 231, 6, 2.0608914708564785
293, 117, 36, 2.2625820429799517
388, 231, 1, 2.505752225645015
380, 251, 18, 2.7566454420255004
434, 380, 13, 2.9323707798440863
420, 251, 54, 3.0265749717915877
432, 380, 28, 3.030349238813773
446, 434, 59, 3.9155702633176572
513, 434, 39, 3.9499899524431847
584, 446, 49, 4.225656905597333
600, 446, 53, 4.6409006796894605
567, 446, 11, 4.7177807159024
603, 446, 5, 4.745585805638763
606, 584, 48, 4.746093568112993
546, 446, 59, 4.794145025104501
602, 446, 26, 4.855888650727462
650, 606, 13, 5.567279945731503
672, 606, 33, 5.5905202755983145
724, 606, 4, 5.8905224026279175
