node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8292860654144785
51, 1, 49, 0.9413534323200495
4, 1, 2, 0.9581490342736497
95, 9, 16, 0.9995113253051972
27, 1, 25, 1.1312699179415602
99, 9, 18, 1.4993793882517483
117, 95, 29, 1.5653026631567504
168, 117, 48, 1.7955971289346426
231, 168, 13, 1.9779166334097125
195, 117, 15, 1.989497614206909
251, 231, 29, 2.0815873285545754
248, 231, 6, 2.1492188995570873
293, 117, 36, 2.3620337326041305
388, 231, 1, 2.652399532967023
420, 251, 54, 2.8366017293530814
380, 251, 18, 2.865941690449155
432, 380, 28, 3.0188010463491133
434, 380, 13, 3.095639265569851
446, 434, 59, 4.012130242781031
513, 434, 39, 4.284138874755609
567, 446, 11, 4.567242799613303
600, 446, 53, 4.658170685612622
584, 446, 49, 4.707357849813952
603, 446, 5, 4.765240427147455
602, 446, 26, 4.810017756653519
546, 446, 59, 4.906805710204149
606, 584, 48, 4.915002597791161
701, 606, 35, 5.550746813449862
672, 606, 33, 5.700460555464538
650, 606, 13, 5.732015012841459
724, 606, 4, 5.944843637155028
