node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8253430699598004
51, 1, 49, 1.0495393165886644
4, 1, 2, 1.0797372480074139
27, 1, 25, 1.2825967594864038
95, 9, 16, 1.366501043416914
99, 9, 18, 1.6463626781303007
117, 95, 29, 1.713064989886488
195, 117, 15, 1.9526869716182058
168, 117, 48, 1.9742265519576878
231, 168, 13, 2.1008316516312204
251, 231, 29, 2.2292325592981626
248, 231, 6, 2.3194183130864463
293, 117, 36, 2.402806018576767
420, 251, 54, 2.5400541788078863
388, 231, 1, 2.593553156576262
380, 251, 18, 2.9972525435575204
434, 380, 13, 3.2142398836159423
432, 380, 28, 3.3539223471211437
446, 434, 59, 4.044379703698141
513, 434, 39, 4.387650620866303
584, 446, 49, 4.933162396793909
546, 446, 59, 4.942197285690262
567, 446, 11, 5.037007362157076
603, 446, 5, 5.099536218816064
600, 446, 53, 5.115802262440603
606, 584, 48, 5.125535078453272
602, 446, 26, 5.125933019595554
650, 606, 13, 5.8546132963664
672, 606, 33, 5.857802326293076
724, 606, 4, 5.905376433610889
