node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8437990899480939
4, 1, 2, 1.009299808855523
51, 1, 49, 1.0518430826451912
27, 1, 25, 1.2093879921328674
95, 9, 16, 1.266918117211314
99, 9, 18, 1.4783374429924903
117, 95, 29, 1.6245711075951748
168, 117, 48, 1.9036503802051903
231, 168, 13, 2.0142578680004366
195, 117, 15, 2.085756915491398
248, 231, 6, 2.1183423228702276
251, 231, 29, 2.1365072189556034
293, 117, 36, 2.2374809362260106
388, 231, 1, 2.582216461485436
380, 251, 18, 2.8275157855008635
420, 251, 54, 3.0297309432814643
434, 380, 13, 3.1764049639088876
432, 380, 28, 3.2505053642010036
446, 434, 59, 4.032966850579884
513, 434, 39, 4.178997641155541
603, 446, 5, 4.8212143888197385
584, 446, 49, 4.837795133271832
567, 446, 11, 4.904856754307174
546, 446, 59, 4.930939529683537
600, 446, 53, 4.949223882430848
606, 584, 48, 5.02309306550884
602, 446, 26, 5.043463363821268
650, 606, 13, 5.7862885010550595
672, 606, 33, 5.8464926237978165
724, 606, 4, 5.8942574491811985
