node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.4798676979385995
51, 1, 49, 0.594716807814586
4, 1, 2, 0.6984966005744886
27, 1, 25, 0.803256570382815
95, 9, 16, 0.9163080319970656
117, 95, 29, 1.2289353170417023
99, 9, 18, 1.2396275298185577
168, 117, 48, 1.4463673206910275
231, 168, 13, 1.6276242225669357
195, 117, 15, 1.6288714732483043
251, 231, 29, 1.7476945177285241
248, 231, 6, 1.8926091743458775
293, 117, 36, 2.07145110926062
388, 231, 1, 2.302303965878324
380, 251, 18, 2.612394248924897
434, 380, 13, 2.74144690764195
432, 380, 28, 2.7935267941767115
420, 251, 54, 2.890132055702028
446, 434, 59, 3.710642338850751
513, 434, 39, 4.027916923937597
584, 446, 49, 4.38064738309055
567, 446, 11, 4.446269883096691
600, 446, 53, 4.4914708478350525
603, 446, 5, 4.540518583208609
606, 584, 48, 4.565222934622279
602, 446, 26, 4.585099335252209
546, 446, 59, 4.611315556671682
650, 606, 13, 5.383789445556887
672, 606, 33, 5.446968474030705
724, 606, 4, 5.686137045464325
701, 606, 35, 5.7376617470452
