node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.5181911645906515
51, 1, 49, 0.6298307461196369
4, 1, 2, 0.6473975745387365
95, 9, 16, 0.7664501971968736
27, 1, 25, 0.820517597899886
99, 9, 18, 1.1872901246240717
117, 95, 29, 1.2524307443949347
168, 117, 48, 1.4826613479792237
231, 168, 13, 1.6670039922239008
195, 117, 15, 1.6771431965892496
251, 231, 29, 1.7670697570601201
248, 231, 6, 1.837669144410718
293, 117, 36, 2.051208907208089
388, 231, 1, 2.339984413044329
380, 251, 18, 2.5534894338168805
432, 380, 28, 2.7075009445875517
434, 380, 13, 2.783942889829368
420, 251, 54, 2.8683998648408786
446, 434, 59, 3.7482719393973514
513, 434, 39, 3.970656993354298
567, 446, 11, 4.296450366729638
600, 446, 53, 4.345041462265732
584, 446, 49, 4.39402985591456
603, 446, 5, 4.453598424644222
602, 446, 26, 4.498554267806217
606, 584, 48, 4.603666812840099
546, 446, 59, 4.640969864010635
672, 606, 33, 5.387689781019584
650, 606, 13, 5.419679099607911
701, 606, 35, 5.590680383615275
724, 606, 4, 5.6743117031581445
