node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.3667043610735889
51, 1, 49, 0.4819307661704879
4, 1, 2, 0.5856770295319025
27, 1, 25, 0.6890106088768525
95, 9, 16, 0.8269602311033494
117, 95, 29, 1.1164603491105587
99, 9, 18, 1.126254264944198
168, 117, 48, 1.3334986266876134
231, 168, 13, 1.5149133169477893
195, 117, 15, 1.5280266543832992
251, 231, 29, 1.6351163696035171
248, 231, 6, 1.778866873044614
293, 117, 36, 1.9584906589523097
388, 231, 1, 2.1890253733065137
380, 251, 18, 2.4988649791436552
434, 380, 13, 2.628616660207515
432, 380, 28, 2.7469087748172996
420, 251, 54, 2.7770646839761173
446, 434, 59, 3.5974166603225277
513, 434, 39, 3.9148171129573335
584, 446, 49, 4.266775641249067
606, 584, 48, 4.452499619978496
567, 446, 11, 4.461841610106779
603, 446, 5, 4.492175563101635
546, 446, 59, 4.498723638878757
600, 446, 53, 4.508184287415566
602, 446, 26, 4.60243928478397
650, 606, 13, 5.269743089003556
672, 606, 33, 5.334411086447403
724, 606, 4, 5.620465510618211
701, 606, 35, 5.754908469850449
