node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6599337617881085
4, 1, 2, 0.8489401880091143
27, 1, 25, 0.8680785267857498
51, 1, 49, 0.8951737907531649
99, 9, 18, 0.9586586021800289
95, 9, 16, 1.043280484283175
117, 95, 29, 1.4326217512345851
168, 117, 48, 1.7564097356452928
231, 168, 13, 1.8112817873959826
251, 231, 29, 1.9470083230208075
248, 231, 6, 1.9738812981657148
195, 117, 15, 1.9883034848503163
293, 117, 36, 2.131604642959109
380, 251, 18, 2.3070746030742164
388, 231, 1, 2.593792783331863
434, 380, 13, 2.922175315569737
420, 251, 54, 3.030881952117904
432, 380, 28, 3.100290708051586
446, 434, 59, 3.892314255452054
513, 434, 39, 4.157285361411145
600, 446, 53, 4.592412820546177
584, 446, 49, 4.659531396370169
546, 446, 59, 4.7900914412713895
567, 446, 11, 4.844060618852844
603, 446, 5, 4.8637914013864405
606, 584, 48, 4.922361498871554
602, 446, 26, 4.922493652984385
650, 606, 13, 5.562590787537383
672, 606, 33, 5.696287132086016
724, 606, 4, 5.897723165908539
