node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6809939579070509
4, 1, 2, 0.7936609767087495
51, 1, 49, 0.8598674007006197
27, 1, 25, 0.9743073150485664
95, 9, 16, 1.039084044564406
99, 9, 18, 1.3391829297997324
117, 95, 29, 1.4016588904176812
168, 117, 48, 1.711722162950352
231, 168, 13, 1.8916780290578767
195, 117, 15, 1.904720092243361
251, 231, 29, 1.920238818352686
248, 231, 6, 1.989676023350475
293, 117, 36, 2.199985566715827
388, 231, 1, 2.5674055852767843
380, 251, 18, 2.706709268201559
434, 380, 13, 2.991338559319595
432, 380, 28, 3.0107825539591007
420, 251, 54, 3.027626985408606
446, 434, 59, 3.944808877094279
513, 434, 39, 4.124955702266623
567, 446, 11, 4.599745510571219
584, 446, 49, 4.632573103772859
600, 446, 53, 4.648567038375587
603, 446, 5, 4.757288917680527
602, 446, 26, 4.807548243740406
606, 584, 48, 4.834904345712029
546, 446, 59, 4.876695607464057
672, 606, 33, 5.6207889694738356
650, 606, 13, 5.637192824978619
724, 606, 4, 5.677707341521054
701, 606, 35, 5.89406418738181
