node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.9740519503206084
4, 1, 2, 1.1653507548201785
51, 1, 49, 1.2314630891943674
27, 1, 25, 1.430120065819581
95, 9, 16, 1.4695783707965007
99, 9, 18, 1.7617868774824845
117, 95, 29, 1.8103999256208534
168, 117, 48, 2.062754417095853
195, 117, 15, 2.0972053167327456
231, 168, 13, 2.2246057186521453
251, 231, 29, 2.3538193913338845
248, 231, 6, 2.400824254913489
293, 117, 36, 2.526212704354179
388, 231, 1, 2.716810667669489
380, 251, 18, 3.119086848455058
420, 251, 54, 3.1636563851927217
434, 380, 13, 3.336274516227038
432, 380, 28, 3.4082299661029225
446, 434, 59, 4.167560411338704
513, 434, 39, 4.509453486680945
603, 446, 5, 4.928235011132982
584, 446, 49, 4.9625490770937635
546, 446, 59, 5.0654637285776385
567, 446, 11, 5.130321549293252
600, 446, 53, 5.1622529585577075
606, 584, 48, 5.164019248817127
602, 446, 26, 5.196143295003025
724, 606, 4, 5.27534155287383
672, 606, 33, 5.684948009327248
