node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.1907836314599863
51, 1, 49, 1.01683328163732
4, 1, 2, 1.079851884359
27, 1, 25, 1.2381323823547228
95, 9, 16, 1.3169472960283473
99, 9, 18, 1.5835566467602993
117, 95, 29, 1.6673942723671553
168, 117, 48, 1.8931351873897493
231, 168, 13, 1.9010861607114782
195, 117, 15, 1.9073068834323192
251, 231, 29, 2.185225361195511
248, 231, 6, 2.238411292930113
293, 117, 36, 2.342017182107555
388, 231, 1, 2.7154071654790726
380, 251, 18, 2.9316898109095115
434, 380, 13, 3.0149389949900316
420, 251, 54, 3.129168568949826
432, 380, 28, 3.308349993421831
446, 434, 59, 3.9844169586974867
513, 434, 39, 4.39611281380273
584, 446, 49, 4.830122183678438
546, 446, 59, 4.882886110890635
606, 584, 48, 5.012765659505767
567, 446, 11, 5.022799551922752
603, 446, 5, 5.055776174789845
600, 446, 53, 5.0695367386178445
602, 446, 26, 5.162249163911346
650, 606, 13, 5.65543274416759
672, 606, 33, 5.895210277621358
