node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.4576406702132993
51, 1, 49, 0.5708776783941806
4, 1, 2, 0.5871410801244015
27, 1, 25, 0.7604891884175294
95, 9, 16, 0.8245625456031381
99, 9, 18, 1.1257758896391237
117, 95, 29, 1.1879778490568806
168, 117, 48, 1.42357723699251
231, 168, 13, 1.6064680570997374
195, 117, 15, 1.6170469580120297
251, 231, 29, 1.7061051151204525
248, 231, 6, 1.7757596719070337
293, 117, 36, 1.9884259523844663
388, 231, 1, 2.278799112579373
380, 251, 18, 2.492292799464503
432, 380, 28, 2.647020225739432
434, 380, 13, 2.7199073521960697
420, 251, 54, 2.8078129957574776
446, 434, 59, 3.6864574208095107
513, 434, 39, 3.9110423780849413
584, 446, 49, 4.334845421297459
567, 446, 11, 4.362969186100836
603, 446, 5, 4.392675260206236
600, 446, 53, 4.409283360796933
602, 446, 26, 4.502844427050205
606, 584, 48, 4.541815583659396
546, 446, 59, 4.589478035629911
672, 606, 33, 5.3248347343613185
650, 606, 13, 5.359478094843376
724, 606, 4, 5.647198499933867
701, 606, 35, 5.655256991317067
