node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6886063660540933
4, 1, 2, 0.800000880203189
51, 1, 49, 0.981502446337597
95, 9, 16, 1.1187374452151708
27, 1, 25, 1.156087624021566
99, 9, 18, 1.5206433837877835
117, 95, 29, 1.6002095840639645
168, 117, 48, 1.8320231919979804
231, 168, 13, 1.8381534024490933
195, 117, 15, 1.9983038489172154
251, 231, 29, 2.0994157582116126
293, 117, 36, 2.1427298143489004
248, 231, 6, 2.1733599417822695
388, 231, 1, 2.6131993544843644
380, 251, 18, 2.8686033007056424
434, 380, 13, 2.95467530786615
420, 251, 54, 3.0617174453773996
432, 380, 28, 3.246621580940939
446, 434, 59, 3.7853606750206215
513, 434, 39, 4.1625050200582585
546, 446, 59, 4.682999890169194
584, 446, 49, 4.7670893648048445
567, 446, 11, 4.93164801454474
600, 446, 53, 4.931659265552362
606, 584, 48, 4.953781712369636
603, 446, 5, 4.984634828012516
602, 446, 26, 5.0203245564940815
650, 606, 13, 5.59397681009938
672, 606, 33, 5.720496627564667
724, 606, 4, 5.767506974215582
