node, prevNode, creator, time
1, 0, 0, 0
51, 1, 49, 0.5796330702838295
4, 1, 2, 0.6181491318531198
9, 1, 7, 0.6615792110176237
27, 1, 25, 0.7826912118173541
95, 9, 16, 0.9805071668740647
99, 9, 18, 1.3472977011390033
117, 95, 29, 1.3872139943044246
195, 117, 15, 1.7854068248578656
168, 117, 48, 1.7956117101813232
231, 168, 13, 1.8319449429041552
251, 231, 29, 1.8996204310113227
248, 231, 6, 1.979326660153363
293, 117, 36, 2.169981614022588
388, 231, 1, 2.5340477318596264
380, 251, 18, 2.6985006773604185
434, 380, 13, 2.944775733565546
420, 251, 54, 2.990468763701106
432, 380, 28, 3.0478923277882672
513, 434, 39, 3.6451556917157264
446, 434, 59, 3.790164981378913
584, 446, 49, 4.4019903405233185
546, 446, 59, 4.7306797784913615
600, 446, 53, 4.766773570015935
567, 446, 11, 4.7795654265436145
603, 446, 5, 4.780245141848017
606, 584, 48, 4.824630001811877
602, 446, 26, 4.886883993175395
650, 606, 13, 5.599892361716785
672, 606, 33, 5.660317968060468
724, 606, 4, 5.851736254266789
