node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6535928991025843
4, 1, 2, 0.6856464691765227
51, 1, 49, 0.7642815709012942
27, 1, 25, 0.7894684457034269
95, 9, 16, 0.8987482584848943
99, 9, 18, 1.3192468989351145
117, 95, 29, 1.3814389101161109
168, 117, 48, 1.6169015846908568
231, 168, 13, 1.7998201043639581
195, 117, 15, 1.810586973684464
251, 231, 29, 1.8996996855545654
248, 231, 6, 1.9691326186088558
293, 117, 36, 2.182876458111293
388, 231, 1, 2.4722295812268995
380, 251, 18, 2.687267687164849
432, 380, 28, 2.840519367374617
434, 380, 13, 2.913906696607057
420, 251, 54, 3.0030853858309365
446, 434, 59, 3.8804274756175396
513, 434, 39, 3.9767576289552253
584, 446, 49, 4.528058952111918
567, 446, 11, 4.558526687953435
603, 446, 5, 4.586213983560901
600, 446, 53, 4.603016065880954
602, 446, 26, 4.696079008197069
606, 584, 48, 4.737648800476328
546, 446, 59, 4.745186157953011
672, 606, 33, 5.519824741935853
650, 606, 13, 5.552929043689669
724, 606, 4, 5.8441095522284705
701, 606, 35, 5.849513821076311
