node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8130659320497449
51, 1, 49, 0.9160035741880725
4, 1, 2, 1.0291214998890421
27, 1, 25, 1.1276365233240973
95, 9, 16, 1.2909196342701752
117, 95, 29, 1.5540301943883221
99, 9, 18, 1.56079362270525
168, 117, 48, 1.7668382016646311
231, 168, 13, 1.9683382584006501
195, 117, 15, 1.9697356634162753
388, 231, 1, 2.08690861866979
251, 231, 29, 2.11347679517463
248, 231, 6, 2.225123872958929
293, 117, 36, 2.3991212695417485
380, 251, 18, 2.933200491591188
420, 251, 54, 3.0146435999445917
434, 380, 13, 3.0719138433599977
432, 380, 28, 3.207587208176855
446, 434, 59, 4.0333101024130755
513, 434, 39, 4.375631212614088
584, 446, 49, 4.736225220574109
567, 446, 11, 4.896087770174851
606, 584, 48, 4.916817417547002
603, 446, 5, 4.93108564085942
600, 446, 53, 4.958735657917886
546, 446, 59, 4.970068608987684
602, 446, 26, 5.036362073155507
650, 606, 13, 5.744788709541047
672, 606, 33, 5.792297509636886
724, 606, 4, 5.890418621724976
