node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6483150924021535
51, 1, 49, 0.775383350589613
4, 1, 2, 0.7811901666010208
27, 1, 25, 0.887788174113934
95, 9, 16, 1.0265170740005458
117, 95, 29, 1.3151381597837792
99, 9, 18, 1.3247735706361314
168, 117, 48, 1.6248393208506036
231, 168, 13, 1.8055782448739937
195, 117, 15, 1.8194462741893824
251, 231, 29, 1.8338039188221658
248, 231, 6, 1.9782306259098403
293, 117, 36, 2.1885199111555966
388, 231, 1, 2.4851998763577057
380, 251, 18, 2.697861991375073
434, 380, 13, 2.9220451263376397
420, 251, 54, 2.996060135317383
432, 380, 28, 3.017535285367584
446, 434, 59, 3.889044301957593
513, 434, 39, 4.113421318531911
584, 446, 49, 4.564252796484428
567, 446, 11, 4.733401268963091
606, 584, 48, 4.753005480946933
603, 446, 5, 4.7636379584352975
600, 446, 53, 4.779289058521275
546, 446, 59, 4.789972134874937
602, 446, 26, 4.8744591309168035
650, 606, 13, 5.56281877638137
672, 606, 33, 5.6091470228669404
724, 606, 4, 5.886621609334776
