176, 156, 137, 133, 117, 92, 89, 66, 47, 40, 23, 5, 1, 
node, prevNode, creator, time
1, 0, 0, 0
2, 1, 0, 605.7824059845908
5, 1, 3, 978.1440132974903
23, 5, 5, 1464.7703269114722
40, 23, 0, 1756.9011758876095
35, 23, 6, 1962.608423168091
47, 40, 0, 2294.0535344771583
66, 47, 6, 2989.3635221674094
89, 66, 0, 3176.4420544940713
92, 89, 0, 3182.2996321241685
81, 66, 9, 3671.2923398004755
117, 92, 2, 3806.1484563722356
133, 117, 0, 4056.075869267955
137, 133, 0, 4866.222445121743
129, 117, 11, 5252.510970551906
156, 137, 14, 5281.652364296868
176, 156, 5, 5881.774283691221
