176, 156, 137, 133, 117, 92, 89, 66, 47, 40, 23, 5, 1, 
node, prevNode, creator, time
1, 0, 0, 0
5, 1, 3, 978.247320071524
2, 1, 0, 978.61379773547
23, 5, 5, 1464.8096887732681
35, 23, 6, 1962.6964096765612
40, 23, 0, 1963.0773385712707
47, 40, 0, 2294.522541292221
66, 47, 6, 2989.460777989591
81, 66, 9, 3671.0561135725293
89, 66, 0, 3671.761554251209
92, 89, 0, 3671.881280812276
117, 92, 2, 3806.1511212374526
129, 117, 11, 5252.55105328604
133, 117, 0, 5252.979756323429
137, 133, 0, 5253.095382330256
156, 137, 14, 5281.736180064583
176, 156, 5, 5881.814064952996
