176, 156, 137, 133, 117, 92, 89, 66, 47, 40, 23, 5, 1, 
node, prevNode, creator, time
1, 0, 0, 0
5, 1, 3, 978.1635845402513
2, 1, 0, 978.4092186127583
23, 5, 5, 1464.7949804402122
35, 23, 6, 1962.38359655024
40, 23, 0, 1962.878324751519
47, 40, 0, 2294.333806134239
66, 47, 6, 2989.135743339987
81, 66, 9, 3671.065841984047
89, 66, 0, 3671.576213553364
92, 89, 0, 3671.859487306253
117, 92, 2, 3805.6787270944974
129, 117, 11, 5252.423896347327
133, 117, 0, 5252.795430743282
137, 133, 0, 5253.079490934658
156, 137, 14, 5281.253201580634
176, 156, 5, 5881.797875591949
