node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.3880893875809449
4, 1, 2, 0.6626264866366488
51, 1, 49, 0.6814842120079121
95, 9, 16, 0.7708078723156495
27, 1, 25, 0.8021917112662676
99, 9, 18, 1.0206179149608516
117, 95, 29, 1.2391353944695511
168, 117, 48, 1.530110363490691
231, 168, 13, 1.5380556110166999
248, 231, 6, 1.7031266207653495
195, 117, 15, 1.7245539889142596
251, 231, 29, 1.7420226757465422
293, 117, 36, 1.9151375539787923
380, 251, 18, 2.3693386688195424
388, 231, 1, 2.385797637869729
434, 380, 13, 2.650303260923079
420, 251, 54, 2.839216953252289
432, 380, 28, 2.8785319769402875
446, 434, 59, 3.619720520190773
513, 434, 39, 3.950038678074129
584, 446, 49, 4.449495045722576
546, 446, 59, 4.518667925567111
567, 446, 11, 4.57092012382939
600, 446, 53, 4.625295083580847
603, 446, 5, 4.644189047068773
606, 584, 48, 4.650599571566395
602, 446, 26, 4.691145116783481
650, 606, 13, 5.290115706187252
672, 606, 33, 5.471199900061112
724, 606, 4, 5.735642145809629
701, 606, 35, 5.88407187542776
