node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 1.0997487730803568
4, 1, 2, 1.1027471367891204
51, 1, 49, 1.1409902331588562
27, 1, 25, 1.2871267376094864
95, 9, 16, 1.3955264942592644
99, 9, 18, 1.6910213059806831
117, 95, 29, 1.8137358958764218
168, 117, 48, 2.067197400548178
231, 168, 13, 2.2476690596138784
195, 117, 15, 2.2610299820661424
251, 231, 29, 2.330957076895845
248, 231, 6, 2.455799678754583
388, 231, 1, 2.627516058098775
293, 117, 36, 2.681815085818009
420, 251, 54, 3.038014668737758
380, 251, 18, 3.040875789082261
432, 380, 28, 3.337440798658722
434, 380, 13, 3.361381083365785
446, 434, 59, 4.332476043913827
513, 434, 39, 4.474388818567481
600, 446, 53, 4.817012232344712
584, 446, 49, 4.967747029975492
567, 446, 11, 5.055788080683775
603, 446, 5, 5.08319294967905
606, 584, 48, 5.186425960795539
602, 446, 26, 5.1928598537801625
546, 446, 59, 5.231673761435224
