node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.37265599992694526
51, 1, 49, 0.5737078580770009
4, 1, 2, 0.7861241558308283
27, 1, 25, 0.8643865236681264
95, 9, 16, 0.994512200671629
117, 95, 29, 1.2856426477812064
99, 9, 18, 1.2940302950646019
195, 117, 15, 1.4805812225946045
168, 117, 48, 1.4985524493382545
231, 168, 13, 1.6904299212876719
251, 231, 29, 1.8064683914182076
248, 231, 6, 1.950878765970791
293, 117, 36, 2.152131503995398
388, 231, 1, 2.367953298786204
380, 251, 18, 2.678280657095426
420, 251, 54, 2.7281514791175803
434, 380, 13, 2.8159659206318097
432, 380, 28, 2.9464623495118336
446, 434, 59, 3.778388038542123
513, 434, 39, 3.9805013194083605
584, 446, 49, 4.436315702423477
567, 446, 11, 4.622940799940961
606, 584, 48, 4.648172829481819
600, 446, 53, 4.6581532717534015
603, 446, 5, 4.668661794727167
546, 446, 59, 4.670898049159627
602, 446, 26, 4.76798620110151
650, 606, 13, 5.4515002861564525
672, 606, 33, 5.4992933599910625
724, 606, 4, 5.572235229809101
701, 606, 35, 5.918215695430052
