node, prevNode, creator, time
1, 0, 0, 0
27, 1, 25, 0.595548855831321
9, 1, 7, 0.7044392264223269
51, 1, 49, 0.8321546422443198
4, 1, 2, 0.8393340818506898
95, 9, 16, 1.0838315468641948
99, 9, 18, 1.2545455249661448
117, 95, 29, 1.3744875576864495
168, 117, 48, 1.6834223667998318
231, 168, 13, 1.8638088397347214
195, 117, 15, 1.8768882613028908
251, 231, 29, 1.8930221163118277
248, 231, 6, 2.0356750876723444
293, 117, 36, 2.2462380699914837
388, 231, 1, 2.5392488131315107
380, 251, 18, 2.6042383483282703
434, 380, 13, 2.9786683008023065
420, 251, 54, 3.055286361918932
432, 380, 28, 3.0751505052479833
513, 434, 39, 3.945471984748975
446, 434, 59, 3.947006341700803
584, 446, 49, 4.620266805301978
603, 446, 5, 4.6627709945789375
567, 446, 11, 4.790350833649533
606, 584, 48, 4.806765042740131
600, 446, 53, 4.838527658093104
546, 446, 59, 4.848673033619928
602, 446, 26, 4.934563090122871
650, 606, 13, 5.620316598790278
672, 606, 33, 5.666899340912988
724, 606, 4, 5.952769867180937
