node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.623417048089874
4, 1, 2, 0.7447622411727535
51, 1, 49, 0.7498789676174056
27, 1, 25, 0.9276173737630179
95, 9, 16, 0.9899782668291118
99, 9, 18, 1.3000388856359244
117, 95, 29, 1.3475875784695195
168, 117, 48, 1.5904204606663788
231, 168, 13, 1.7733472243436523
195, 117, 15, 1.7771554818778696
251, 231, 29, 1.866632242922629
248, 231, 6, 1.932403552550471
293, 117, 36, 2.183528818094839
388, 231, 1, 2.450287814478685
380, 251, 18, 2.6524282916474693
434, 380, 13, 2.875964463403862
420, 251, 54, 2.8907466959608423
432, 380, 28, 2.9439671426596608
446, 434, 59, 3.8515445782327014
513, 434, 39, 4.097888181236123
584, 446, 49, 4.495405430613173
603, 446, 5, 4.640538372572767
567, 446, 11, 4.6693682016455
600, 446, 53, 4.689196290278583
606, 584, 48, 4.700772197224378
546, 446, 59, 4.734198599764454
602, 446, 26, 4.76635972584062
672, 606, 33, 5.21989442686873
650, 606, 13, 5.523156036073489
724, 606, 4, 5.531942981026158
701, 606, 35, 5.933617116690942
