node, prevNode, creator, time
1, 0, 0, 0
4, 1, 2, 0.7028061918736761
9, 1, 7, 0.7640074488046206
51, 1, 49, 0.7871471742865626
27, 1, 25, 1.126251031982937
95, 9, 16, 1.140545332897804
99, 9, 18, 1.382863523774898
117, 95, 29, 1.5216188432049425
168, 117, 48, 1.8337961078244198
231, 168, 13, 1.939196151539738
195, 117, 15, 2.0363935420371906
248, 231, 6, 2.051371999714548
251, 231, 29, 2.076826864019126
293, 117, 36, 2.224758781810053
388, 231, 1, 2.475036214253173
380, 251, 18, 2.797570179517645
434, 380, 13, 3.0434526989669224
432, 380, 28, 3.0798035537649455
420, 251, 54, 3.16188319385277
446, 434, 59, 3.9894213880545655
513, 434, 39, 4.267542401858066
584, 446, 49, 4.599412827928267
567, 446, 11, 4.670123077344902
600, 446, 53, 4.717588512456522
603, 446, 5, 4.827520553802687
602, 446, 26, 4.8712637477361325
546, 446, 59, 4.958213177530937
606, 584, 48, 4.975906812159205
724, 606, 4, 5.6484234730861
650, 606, 13, 5.690967776181343
672, 606, 33, 5.759818163684205
701, 606, 35, 5.924331841347796
