node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.44990861727271725
4, 1, 2, 0.5813350854587498
51, 1, 49, 0.7434004468791797
95, 9, 16, 0.8810029698832813
27, 1, 25, 0.9178807126335036
99, 9, 18, 1.2824461362254338
117, 95, 29, 1.3555781033743644
168, 117, 48, 1.5934964615468332
231, 168, 13, 1.5991316014776882
195, 117, 15, 1.789991401631647
251, 231, 29, 1.861454627943078
293, 117, 36, 1.9045327950971527
248, 231, 6, 1.9243511582137929
388, 231, 1, 2.2483654917489346
380, 251, 18, 2.6292500554878346
420, 251, 54, 2.6977459694282033
434, 380, 13, 2.7143000329195566
432, 380, 28, 3.0092176271250244
446, 434, 59, 3.546606221278147
513, 434, 39, 3.8890154826638987
546, 446, 59, 4.444013969803897
584, 446, 49, 4.529207933246605
567, 446, 11, 4.693507519460284
606, 584, 48, 4.715345686915874
600, 446, 53, 4.729140260412961
603, 446, 5, 4.751687077951928
602, 446, 26, 4.78584679242812
650, 606, 13, 5.355648587336764
672, 606, 33, 5.512824360561149
724, 606, 4, 5.560005658796483
