node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.3264611828081777
4, 1, 2, 0.5842222883007089
51, 1, 49, 0.6198280142821725
95, 9, 16, 0.755677898316493
27, 1, 25, 0.8270640279544779
99, 9, 18, 1.1592189032356535
117, 95, 29, 1.2524202523100998
168, 117, 48, 1.4690293866246373
231, 168, 13, 1.4758966796207815
195, 117, 15, 1.6672397949789572
251, 231, 29, 1.769650995432604
293, 117, 36, 1.7808498102825447
248, 231, 6, 1.813711198730743
388, 231, 1, 2.2513849845666205
380, 251, 18, 2.5057878544613525
434, 380, 13, 2.589669705376356
420, 251, 54, 2.6992602892443456
432, 380, 28, 2.884225382711987
446, 434, 59, 3.423352091118902
513, 434, 39, 3.83595165251587
546, 446, 59, 4.320607902086766
584, 446, 49, 4.404673892235587
567, 446, 11, 4.569714288581992
606, 584, 48, 4.592025020349796
603, 446, 5, 4.627525519694152
600, 446, 53, 4.643893760636272
602, 446, 26, 4.6579003883453405
650, 606, 13, 5.232474751089451
672, 606, 33, 5.439768338894587
724, 606, 4, 5.560705751530593
701, 606, 35, 5.85541183739948
