node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.7956722317098993
4, 1, 2, 1.0538761024427206
51, 1, 49, 1.0895008759474056
95, 9, 16, 1.2256745763664239
27, 1, 25, 1.282262403933544
99, 9, 18, 1.6289238566360387
117, 95, 29, 1.7111132860070783
168, 117, 48, 1.9411582615876568
231, 168, 13, 1.9455479407251743
195, 117, 15, 2.1358600670722674
251, 231, 29, 2.2306645990527203
293, 117, 36, 2.2511150905390584
248, 231, 6, 2.282882183507505
388, 231, 1, 2.5946669683356
380, 251, 18, 2.975806756538659
420, 251, 54, 3.0418657428534086
434, 380, 13, 3.0590741329729543
432, 380, 28, 3.3545025274563876
446, 434, 59, 3.8925160455023318
513, 434, 39, 4.305176835338977
546, 446, 59, 4.789776585210609
584, 446, 49, 4.8748344294921155
567, 446, 11, 5.036310199790585
606, 584, 48, 5.063298845988793
603, 446, 5, 5.09821904286104
600, 446, 53, 5.114337506334142
602, 446, 26, 5.127960858203596
650, 606, 13, 5.701675950165359
672, 606, 33, 5.716478156486595
724, 606, 4, 5.905573929391517
