node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8180534652241142
4, 1, 2, 1.0508465608718285
51, 1, 49, 1.1099761088063442
95, 9, 16, 1.2459231775369035
27, 1, 25, 1.267468079966299
99, 9, 18, 1.5005051272712713
117, 95, 29, 1.6867420728636944
293, 117, 36, 1.7798932487288759
168, 117, 48, 1.9592059370050436
231, 168, 13, 1.967113267178039
248, 231, 6, 2.1319644063922123
195, 117, 15, 2.1578082948088326
251, 231, 29, 2.1644670582612333
388, 231, 1, 2.7427673579843606
380, 251, 18, 2.8605511011048153
434, 380, 13, 3.080237482548208
420, 251, 54, 3.1896015039965993
432, 380, 28, 3.301007151524669
446, 434, 59, 3.915118595380333
513, 434, 39, 4.326241552036621
546, 446, 59, 4.811030485538184
584, 446, 49, 4.894067220769817
567, 446, 11, 5.037848029133157
600, 446, 53, 5.06274265381829
603, 446, 5, 5.082333980684491
606, 584, 48, 5.085635733163646
602, 446, 26, 5.148046589391713
650, 606, 13, 5.723033584234459
672, 606, 33, 5.917706123675595
