node, prevNode, creator, time
1, 0, 0, 0
4, 1, 2, 0.4375929407671538
9, 1, 7, 0.4867333615912573
51, 1, 49, 0.6675959365122447
27, 1, 25, 0.7930893371132341
95, 9, 16, 0.8106555738049923
99, 9, 18, 1.175457070267501
117, 95, 29, 1.2066318987345697
168, 117, 48, 1.617214975797541
231, 168, 13, 1.6945102816350108
195, 117, 15, 1.7199421252787337
251, 231, 29, 1.7263771224977256
248, 231, 6, 1.7966528709005611
293, 117, 36, 2.010906715236324
388, 231, 1, 2.3569862133717336
380, 251, 18, 2.512218791550829
420, 251, 54, 2.8171184148104156
434, 380, 13, 2.8409876514769667
432, 380, 28, 2.8497727130798034
446, 434, 59, 3.690977353120834
513, 434, 39, 3.761621011634422
584, 446, 49, 4.438201552665343
546, 446, 59, 4.549232638036131
600, 446, 53, 4.595653694820584
567, 446, 11, 4.605324826299899
603, 446, 5, 4.611848837064839
606, 584, 48, 4.63596355134379
602, 446, 26, 4.710717302123279
672, 606, 33, 5.4246935366767355
650, 606, 13, 5.446683053813737
724, 606, 4, 5.666798710384961
701, 606, 35, 5.87168924183774
