node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6246794506776252
95, 9, 16, 0.6955403610948764
4, 1, 2, 0.705200287989091
51, 1, 49, 0.8245232307923445
27, 1, 25, 0.9470849000140721
99, 9, 18, 1.2929889589120835
117, 95, 29, 1.3992984141163027
168, 117, 48, 1.6770257833159423
231, 168, 13, 1.7620835850432321
251, 231, 29, 1.8829048111103994
195, 117, 15, 1.885039481781597
248, 231, 6, 1.9761350832963098
293, 117, 36, 2.0806199172435003
388, 231, 1, 2.521749500050385
380, 251, 18, 2.6389145211694918
434, 380, 13, 2.8673036832833416
420, 251, 54, 2.9668008642435493
432, 380, 28, 3.016442928323596
446, 434, 59, 3.7114772765972592
513, 434, 39, 4.065913379088274
567, 446, 11, 4.555986351913579
546, 446, 59, 4.593373103249802
600, 446, 53, 4.649911611589969
584, 446, 49, 4.661865383397688
603, 446, 5, 4.743848362944527
602, 446, 26, 4.786045970241107
606, 584, 48, 4.810025136244654
650, 606, 13, 5.512811363817336
672, 606, 33, 5.624119501296969
701, 606, 35, 5.841768556523725
724, 606, 4, 5.84596469801649
