node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8311091832026698
4, 1, 2, 0.990882321763031
51, 1, 49, 0.9923319153120349
27, 1, 25, 1.1038643577659786
95, 9, 16, 1.2266036207684285
99, 9, 18, 1.475243692097489
117, 95, 29, 1.5338376559933335
168, 117, 48, 1.8408345232194512
195, 117, 15, 1.9376799006996634
231, 168, 13, 1.9967077527475838
251, 231, 29, 2.052138468425973
248, 231, 6, 2.1585439081961875
293, 117, 36, 2.3615179926385723
388, 231, 1, 2.7003602574661425
380, 251, 18, 2.823722925435865
434, 380, 13, 3.107668708368879
420, 251, 54, 3.1639333044760902
432, 380, 28, 3.20829681805528
446, 434, 59, 4.001609573243393
513, 434, 39, 4.12195308412791
584, 446, 49, 4.780355268172709
567, 446, 11, 4.797415026866145
600, 446, 53, 4.8456750078398985
546, 446, 59, 4.899625067316953
603, 446, 5, 4.956539425670598
606, 584, 48, 4.966243826164977
602, 446, 26, 5.004717233421605
650, 606, 13, 5.744565518374651
672, 606, 33, 5.818252760866977
724, 606, 4, 5.874835675236748
