node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.5126247058523116
4, 1, 2, 0.6503220264604408
51, 1, 49, 0.7779006318448638
95, 9, 16, 0.9415498825234229
27, 1, 25, 0.9851619667781252
99, 9, 18, 1.345691639887833
117, 95, 29, 1.4047612576860065
168, 117, 48, 1.6541437771780207
231, 168, 13, 1.6610779165922072
195, 117, 15, 1.8526108933154701
251, 231, 29, 1.919345823496112
293, 117, 36, 1.966316939002791
248, 231, 6, 1.994980378833306
388, 231, 1, 2.436223566797539
380, 251, 18, 2.6911974439886355
434, 380, 13, 2.7745178105565094
420, 251, 54, 2.884584887249484
432, 380, 28, 3.0690197968960486
446, 434, 59, 3.609563917949
513, 434, 39, 3.834479242975459
546, 446, 59, 4.506207561264887
584, 446, 49, 4.589419487818694
567, 446, 11, 4.75508494233139
606, 584, 48, 4.7767845972509235
603, 446, 5, 4.797265371894227
600, 446, 53, 4.809419601974772
602, 446, 26, 4.842851580961897
650, 606, 13, 5.418027055270829
672, 606, 33, 5.617909840172481
724, 606, 4, 5.746442665052256
