node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.7172794140842093
51, 1, 49, 0.8450226859473806
4, 1, 2, 0.8519668797226403
27, 1, 25, 0.9570341197973686
95, 9, 16, 1.0522857350830326
99, 9, 18, 1.3146203704209447
117, 95, 29, 1.384725835324462
168, 117, 48, 1.6942336429254996
231, 168, 13, 1.8770185867419984
195, 117, 15, 1.8887442523911522
251, 231, 29, 1.903416100413896
248, 231, 6, 1.9584965467891509
293, 117, 36, 2.1916200003736868
388, 231, 1, 2.5521654374872846
380, 251, 18, 2.6779335132529
420, 251, 54, 2.8478066094554744
434, 380, 13, 2.981978533811438
432, 380, 28, 3.0877715427144667
446, 434, 59, 3.935543521867753
513, 434, 39, 4.181742132995105
584, 446, 49, 4.633211578179294
602, 446, 26, 4.747578790520396
567, 446, 11, 4.802901012677921
606, 584, 48, 4.818321013762211
603, 446, 5, 4.834141972878918
600, 446, 53, 4.849053921809169
546, 446, 59, 4.859060400092796
650, 606, 13, 5.6330935619289475
672, 606, 33, 5.677684162952817
724, 606, 4, 5.965768616568129
