node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.5130229016651039
4, 1, 2, 0.7418688769414855
51, 1, 49, 0.7695941894847722
27, 1, 25, 0.9738003977651128
95, 9, 16, 1.0417152558775589
99, 9, 18, 1.3076988037204897
117, 95, 29, 1.4024620599350557
168, 117, 48, 1.6351272051575032
195, 117, 15, 1.6368530613157244
231, 168, 13, 1.7636394206672694
251, 231, 29, 1.9186795018429452
248, 231, 6, 2.0147635426379717
293, 117, 36, 2.065255194249894
388, 231, 1, 2.255747788906111
380, 251, 18, 2.6577359610307565
420, 251, 54, 2.7025359046474002
434, 380, 13, 2.875601377463824
432, 380, 28, 3.001298546839913
446, 434, 59, 3.706120276284682
513, 434, 39, 4.0488212051604
584, 446, 49, 4.591178972136844
546, 446, 59, 4.603633648443186
567, 446, 11, 4.715780700129429
602, 446, 26, 4.735953751584298
603, 446, 5, 4.746790390676527
600, 446, 53, 4.76385403126898
606, 584, 48, 4.787163938057175
672, 606, 33, 5.358085275914365
724, 606, 4, 5.405754339705043
650, 606, 13, 5.516062112413682
