node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.8538474409507564
27, 1, 25, 0.9698595827193646
51, 1, 49, 0.9703116304747188
4, 1, 2, 1.024249472339982
95, 9, 16, 1.1407833528630824
99, 9, 18, 1.5608152175812708
117, 95, 29, 1.603348461453104
168, 117, 48, 1.8206499770991558
231, 168, 13, 2.0017834083565322
195, 117, 15, 2.003202814561922
251, 231, 29, 2.1216454474067676
248, 231, 6, 2.212053456393058
293, 117, 36, 2.4247143358144583
388, 231, 1, 2.6760335975737224
380, 251, 18, 2.929896408191751
432, 380, 28, 3.08101406005459
434, 380, 13, 3.1152943020073107
420, 251, 54, 3.2433439857887096
446, 434, 59, 4.085943282986304
513, 434, 39, 4.319807095156208
567, 446, 11, 4.671016105584028
600, 446, 53, 4.721306276603579
584, 446, 49, 4.755297453131924
603, 446, 5, 4.8307834916175345
602, 446, 26, 4.874214130962957
606, 584, 48, 4.939556371661853
546, 446, 59, 4.985504306074121
650, 606, 13, 5.757432830274278
672, 606, 33, 5.761423179104249
701, 606, 35, 5.966993279450308
