node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.6023901636546527
51, 1, 49, 0.6441242201798545
4, 1, 2, 0.8209991594807563
27, 1, 25, 0.9242597807599757
95, 9, 16, 1.060525215050277
99, 9, 18, 1.193975317180399
117, 95, 29, 1.352851673742445
168, 117, 48, 1.5687877013173395
231, 168, 13, 1.7506419114515197
195, 117, 15, 1.7635492138284348
251, 231, 29, 1.8708968686964658
248, 231, 6, 2.0114342746913483
293, 117, 36, 2.193810208049275
388, 231, 1, 2.4248399636274196
380, 251, 18, 2.542388297096354
434, 380, 13, 2.864120413548432
432, 380, 28, 2.8824509009445145
420, 251, 54, 3.0122971406964334
446, 434, 59, 3.8349094820203473
513, 434, 39, 4.0454969161078225
584, 446, 49, 4.46882025605353
567, 446, 11, 4.598207783855782
603, 446, 5, 4.604661988704696
600, 446, 53, 4.644565159291955
606, 584, 48, 4.687724816489
546, 446, 59, 4.734846397283815
602, 446, 26, 4.738870370446281
650, 606, 13, 5.505226183264093
672, 606, 33, 5.562136884465207
724, 606, 4, 5.856052863475726
701, 606, 35, 5.890521146476155
