node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.426236368053914
51, 1, 49, 0.5409191866826979
4, 1, 2, 0.5554029447054282
27, 1, 25, 0.7288679681808027
95, 9, 16, 0.7934844237285952
99, 9, 18, 1.0952113767432028
117, 95, 29, 1.1575468343349704
168, 117, 48, 1.3937027619314026
231, 168, 13, 1.575477732424956
195, 117, 15, 1.5867901932456563
251, 231, 29, 1.6750480173978695
248, 231, 6, 1.745553820700362
293, 117, 36, 1.9568682185747064
388, 231, 1, 2.248644442957045
380, 251, 18, 2.462069945738152
434, 380, 13, 2.6873430641276337
432, 380, 28, 2.706515360443913
420, 251, 54, 2.7847045889885114
446, 434, 59, 3.6564830303933857
513, 434, 39, 3.880689785786006
584, 446, 49, 4.304451004451636
567, 446, 11, 4.4215610966275385
603, 446, 5, 4.451914364281984
600, 446, 53, 4.468379038420238
606, 584, 48, 4.511117904604986
546, 446, 59, 4.558126499842028
602, 446, 26, 4.562351004653831
672, 606, 33, 5.294868201377475
650, 606, 13, 5.32913516236323
724, 606, 4, 5.617340263153678
701, 606, 35, 5.714217303050888
