node, prevNode, creator, time
1, 0, 0, 0
4, 1, 2, 0.32958534052641497
9, 1, 7, 0.8097781422867334
51, 1, 49, 0.9860011708121528
27, 1, 25, 1.1070365354931737
95, 9, 16, 1.132639040066896
99, 9, 18, 1.517453507592657
117, 95, 29, 1.5372637492063297
168, 117, 48, 1.954492754292295
231, 168, 13, 2.0131306312859496
251, 231, 29, 2.0475186424676624
195, 117, 15, 2.079740459651357
248, 231, 6, 2.121007599153884
293, 117, 36, 2.326202050950337
388, 231, 1, 2.6818084814773164
380, 251, 18, 2.828097525430395
420, 251, 54, 3.138987553393562
434, 380, 13, 3.164702546408118
432, 380, 28, 3.1858642402745074
446, 434, 59, 4.021802878028669
513, 434, 39, 4.108476157086203
602, 446, 26, 4.753130190446572
584, 446, 49, 4.782154895879721
546, 446, 59, 4.868003355771236
600, 446, 53, 4.918195814662254
567, 446, 11, 4.921933335804187
603, 446, 5, 4.949110167381874
606, 584, 48, 4.987324141514926
672, 606, 33, 5.7650411090999025
650, 606, 13, 5.769230489699791
724, 606, 4, 5.9636474247697215
