node, prevNode, creator, time
1, 0, 0, 0
9, 1, 7, 0.938134701609795
51, 1, 49, 1.0566676123122993
4, 1, 2, 1.0618879978671927
27, 1, 25, 1.0819645849313555
95, 9, 16, 1.2961557399857349
99, 9, 18, 1.602187940087276
117, 95, 29, 1.7002560899537706
168, 117, 48, 1.9145767259648832
231, 168, 13, 2.084607887256663
195, 117, 15, 2.096729428814849
251, 231, 29, 2.190120758478801
248, 231, 6, 2.316136904138011
293, 117, 36, 2.477425332081009
388, 231, 1, 2.7616480961497
380, 251, 18, 2.976769635595256
432, 380, 28, 3.130797232289989
434, 380, 13, 3.2150445468489663
420, 251, 54, 3.278247713828476
446, 434, 59, 4.156089240645166
603, 446, 5, 4.3551942269066535
513, 434, 39, 4.4115301523348815
584, 446, 49, 4.816050747114504
567, 446, 11, 4.836951512739062
600, 446, 53, 4.894805825829247
602, 446, 26, 5.004881645699766
606, 584, 48, 5.028913754561574
546, 446, 59, 5.066417680138791
672, 606, 33, 5.805577812486879
650, 606, 13, 5.830347017619471
724, 606, 4, 5.860632754635317
